 # qx  qy  qz lindhard_on_each_degauss[Re]
    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.133748    2.169218    5.144508    9.400215   12.732585   15.749923   18.146555   19.696608   20.921739   21.700651   22.129550   22.329679   22.298128   22.134478   21.837596   21.442048   20.981328
    0.000000    0.009623    0.000000 1808.301023 1097.746823  876.541670  695.807335  548.506443  435.901236  352.774479  290.634706  244.112740  208.424830  180.401276  158.215601  140.250638  125.459781  113.149746  102.735378   93.866245   86.202434   79.526811   73.665621
    0.000000    0.019245    0.000000 1074.137959  538.690638  378.910177  328.908642  299.175949  269.947602  242.327319  216.134902  193.104880  172.826408  155.235521  140.094119  127.021585  115.667935  105.785097   97.131094   89.552812   82.840705   76.889585   71.574839
    0.000000    0.028868    0.000000 1690.346862  779.641879  438.832484  306.438068  245.624063  210.810767  188.314283  170.084036  155.338549  142.295602  130.719584  120.373341  111.110124  102.761033   95.225137   88.431977   82.330821   76.789198   71.787461   67.236028
    0.000000    0.038490    0.000000 1071.240344  618.546552  397.001534  292.246768  230.525940  191.519589  166.510605  148.072216  134.513261  123.416878  113.974155  105.706823   98.339177   91.690762   85.628407   80.111506   75.105299   70.491847   66.287360   62.412713
    0.000000    0.048113    0.000000  924.501947  544.726552  343.368434  256.255721  206.291497  173.116902  150.580743  133.806701  121.314435  111.145207  102.646046   95.322746   88.861753   83.113981   77.889011   73.146197   68.851549   64.875216   61.245241   57.882073
    0.000000    0.057735    0.000000  809.178453  449.816373  274.258472  203.982934  167.695185  144.337721  127.938392  115.248728  105.553232   97.355802   90.421594   84.379262   78.987804   74.207694   69.847014   65.882986   62.302414   58.964324   55.910269   53.063263
    0.000000    0.067358    0.000000  967.319286  419.855452  241.842926  180.922795  150.198110  129.379569  114.495940  102.878744   94.028679   86.683181   80.572327   75.349122   70.676021   66.571849   62.844022   59.469590   56.446582   53.619978   51.036941   48.620482
    0.000000    0.076980    0.000000 1270.678603  503.936597  274.773197  191.960610  150.440528  124.676126  107.545497   94.986101   85.639270   78.283532   72.448191   67.689068   63.481189   59.854361   56.605790   53.696188   51.122416   48.722526   46.537475   44.494006
    0.000000    0.086603    0.000000 1651.217778  495.992464  254.373587  176.413118  138.172852  114.441124   98.383054   86.531529   77.687965   70.674588   65.170532   60.840373   57.038524   53.811573   50.972276   48.453262   46.254903   44.217932   42.369568   40.646466
    0.000000    0.096225    0.000000  736.763584  363.034151  225.783435  162.806003  128.131483  106.368793   91.445276   80.283408   71.917768   65.247292   59.980206   55.919374   52.361145   49.372336   46.789832   44.528695   42.584345   40.797364   39.180916   37.681431
    0.000000    0.105848    0.000000  562.104012  296.928474  190.460265  143.073187  115.793221   97.862225   84.934977   74.912072   67.155649   60.908960   55.905850   52.063750   48.692786   45.877932   43.470207   41.392799   39.633907   38.031573   36.589610   35.259699
    0.000000    0.115470    0.000000  927.386188  331.498413  189.483139  136.883093  109.480408   92.036403   79.735447   70.286871   62.974177   57.126733   52.425584   48.821048   45.655545   43.021957   40.784348   38.872755   37.272739   35.820692   34.519694   33.325741
    0.000000    0.125093    0.000000  756.965375  391.127644  224.587306  152.494773  115.401845   93.264321   78.674092   68.191803   60.461592   54.539359   49.906156   46.409402   43.382039   40.886130   38.785781   37.008128   35.531583   34.191454   32.993216   31.895568
    0.000000    0.134715    0.000000  611.718622  330.334679  196.636213  137.736314  106.713070   87.553323   74.469370   64.950330   57.876651   52.420316   48.180120   44.952439   42.136296   39.804354   37.829291   36.149475   34.745924   33.462052   32.308177   31.245955
    0.000000    0.144338    0.000000  480.950028  271.289149  164.683182  119.455700   95.008278   79.069019   67.950391   59.877517   53.884415   49.282919   45.744030   43.049894   40.641999   38.630000   36.892086   35.384774   34.105559   32.912745   31.825032   30.810069
    0.000000    0.153960    0.000000  493.875206  281.189256  168.618355  120.509671   94.515288   78.088308   67.184756   59.385921   53.799854   49.495283   46.151090   43.607125   41.275734   39.304550   37.562112   36.020928   34.691256   33.439399   32.291296   31.215678
    0.000000    0.163583    0.000000  563.757770  288.344599  162.509522  113.753849   90.439091   76.314775   67.196198   60.348966   55.294392   51.208335   47.897583   45.320650   42.912289   40.842950   38.976566   37.306762   35.847080   34.469332   33.206686   32.024917
    0.000000    0.173205    0.000000  683.094390  313.200455  168.046194  117.875430   95.958675   82.316670   72.900394   65.553999   59.836436   55.151978   51.344854   48.311018   45.545972   43.171151   41.034011   39.128267   37.456334   35.891286   34.465809   33.138740
    0.000000    0.182828    0.000000  351.514239  248.329510  192.764506  152.095971  122.748362  101.885748   87.192685   76.390039   68.359747   62.051988   57.062813   53.085249   49.617926   46.673220   44.074684   41.778824   39.773008   37.925029   36.258566   34.721834
    0.000000    0.192450    0.000000  878.919444  407.522098  244.183413  175.081530  137.789121  113.950705   97.529199   85.377551   76.237733   68.916976   63.039239   58.267024   54.145239   50.631046   47.556684   44.841820   42.469995   40.304395   38.364436   36.587036
    0.000000    0.202073    0.000000  978.797599  342.287526  195.760935  147.221307  123.863468  108.479073   96.720519   86.956644   78.933819   72.026615   66.194897   61.272858   56.943364   53.188858   49.883478   46.941926   44.357633   41.997549   39.886355   37.953714
    0.000000    0.211695    0.000000 1409.846391  429.227095  233.586107  170.504294  139.974792  120.130492  105.746107   94.131450   84.812174   76.968180   70.413042   64.913232   60.131771   56.000045   52.373741   49.156777   46.330805   43.760715   41.467984   39.374287
